Accident_Index,longitude,latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date
33275,80.33277149,26.47983031,4,3,2,1,3,18:12,77,E10000017,4,6251,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01025199,43174.00
33276,80.26561031,26.46352999,4,3,2,1,7,18:05,82,E10000017,3,681,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01025390,43178.00
33277,80.32511423,26.47874141,4,2,2,1,6,17:40,77,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,-1,7,2,1,1,E01025220,43177.00
33278,80.30705712,26.48168638,4,3,2,1,6,16:30,82,E10000017,3,681,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025386,43177.00
33279,80.29008514,26.47606292,4,3,1,1,1,00:50,72,E10000017,3,682,3,40,1,2,6,0,0,0,4,1,1,0,0,1,1,E01024858,43179.00
33280,80.2824652,26.43861901,4,3,2,3,7,16:22,72,E10000017,3,671,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024904,43178.00
33281,80.31002172,26.46912778,4,2,1,1,7,17:40,72,E10000017,3,679,6,60,1,4,6,0,0,0,1,1,1,0,0,2,1,E01024888,43178.00
33282,80.30135997,26.46765447,4,3,1,1,7,11:47,82,E10000017,3,681,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01025370,43178.00
33283,80.32409642,26.45648826,4,2,4,1,1,02:00,77,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01025187,43179.00
33284,80.27564208,26.44023481,4,3,1,1,7,18:20,77,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,2,E01025205,43178.00
33285,80.33962039,26.44833343,4,2,2,1,7,07:50,72,E10000017,3,671,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,2,E01024879,43178.00
33286,80.32076463,26.44202546,4,3,2,1,6,20:23,72,E10000017,5,662,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024856,43177.00
33287,80.29695011,26.44948552,4,2,2,2,7,19:03,82,E10000017,5,705,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01025356,43178.00
33288,80.2970411,26.48128909,4,3,2,2,3,10:40,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024882,43181.00
33289,80.30737135,26.448483,4,3,2,1,3,21:15,72,E10000017,3,682,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024877,43181.00
33290,80.27515737,26.45785638,4,3,1,1,3,18:30,72,E10000017,6,0,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,E01024864,43181.00
33291,80.27842944,26.47322566,4,2,2,1,4,08:47,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024860,43182.00
33292,80.27550143,26.48123677,4,3,1,1,7,18:10,72,E10000017,3,679,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01024899,43178.00
33293,80.30471636,26.45984319,4,3,1,1,1,19:30,72,E10000017,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,2,E01024865,43179.00
33294,80.28232264,26.46392855,4,3,2,1,5,12:30,77,E10000017,3,6068,6,30,3,4,6,0,0,4,1,1,1,0,0,1,2,E01025221,43183.00
33295,80.28931692,26.46896579,4,3,2,3,6,14:30,77,E10000017,6,0,6,30,2,4,6,0,0,0,1,1,2,0,0,1,1,E01025181,43184.00
33296,80.29568735,26.44950658,4,3,2,1,7,14:25,72,E10000017,3,682,6,30,3,4,6,0,0,8,1,1,1,0,0,1,1,E01024905,43185.00
33297,80.2859238,26.44940312,4,2,1,2,3,10:05,72,E10000017,1,65,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024878,43181.00
33298,80.32080807,26.46382065,4,3,2,1,2,01:45,77,E10000017,4,6250,6,30,6,2,6,0,0,8,4,2,2,0,0,2,1,E01025180,43187.00
33299,80.28881387,26.47571745,4,3,2,1,2,20:25,82,E10000017,3,56,3,70,1,4,6,0,0,0,5,2,2,0,0,2,1,E01025395,43180.00
33300,80.29516839,26.45961334,4,3,1,1,3,18:40,77,E10000017,3,56,2,30,3,4,6,0,0,1,4,1,1,0,0,1,2,E01025207,43174.00
33301,80.29992659,26.4638005,4,3,1,1,4,11:00,82,E10000017,3,671,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01025383,43182.00
33302,80.26657635,26.45676789,4,3,2,1,5,17:15,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01024878,43183.00
33303,80.28093116,26.46408873,4,3,2,1,1,15:15,72,E10000017,1,65,3,70,5,4,1,65,0,0,1,1,1,0,0,2,2,E01024878,43179.00
33304,80.29577034,26.46841873,4,2,2,1,4,16:00,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01025201,43182.00
33305,80.27256614,26.47599469,4,3,3,1,1,13:08,72,E10000017,3,671,3,30,0,-1,-1,0,0,8,1,1,1,0,0,1,2,E01024909,43179.00
33306,80.31743653,26.4762225,4,3,2,1,4,13:25,72,E10000017,3,682,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01024877,43175.00
33307,80.29417652,26.45154701,4,3,1,1,5,17:15,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025220,43183.00
33308,80.31445041,26.44023635,4,3,1,1,1,20:51,82,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01025386,43186.00
33309,80.31590752,26.47356448,4,3,2,3,1,14:45,77,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025176,43186.00
33310,80.33780317,26.47210611,4,3,1,1,7,16:48,72,E10000017,3,646,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024869,43185.00
33311,80.33426024,26.47259585,4,3,2,1,3,14:00,82,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,2,2,E01025372,43188.00
33312,80.31566726,26.43722256,4,1,1,1,1,19:41,72,E10000017,3,671,6,30,9,4,6,0,0,0,4,1,1,0,0,1,1,E01024885,43186.00
33313,80.26537881,26.47583359,4,3,1,1,2,18:35,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01025181,43187.00
33314,80.27522914,26.46184988,4,3,2,1,4,18:55,77,E10000017,3,56,6,30,1,4,6,0,0,0,4,2,2,0,0,1,1,E01025228,43189.00
33315,80.30025414,26.44960358,4,3,1,1,4,21:45,77,E10000017,6,0,6,60,8,4,6,0,0,0,6,1,2,0,0,2,1,E01025213,43189.00
33316,80.29655834,26.46087737,4,3,1,1,5,17:38,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025187,43190.00
33317,80.29847023,26.45893155,4,3,2,1,3,13:00,72,E10000017,3,671,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,E01024907,43188.00
33318,80.27072336,26.46954234,4,3,2,1,4,14:45,77,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025226,43189.00
33319,80.28431972,26.48030566,4,3,2,2,3,09:50,77,E10000017,3,682,1,30,1,4,6,0,0,4,1,1,1,0,0,2,2,E01025182,43188.00
33320,80.30136406,26.46428256,4,2,1,1,7,12:33,82,E10000017,3,676,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01025358,43192.00
33321,80.34067682,26.46799955,4,3,3,1,4,16:35,72,E10000017,3,6114,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01024892,43189.00
33322,80.27771013,26.45230113,4,3,1,1,6,13:05,77,E10000017,3,6068,6,50,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025174,43191.00
33323,80.28928935,26.45640223,4,3,1,2,7,20:11,82,E10000017,3,6177,6,50,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01025054,43192.00
33324,80.27870098,26.45149061,4,3,1,1,3,12:30,77,E10000017,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,E01025186,43188.00
33325,80.32684154,26.47191865,4,3,2,1,6,21:30,77,E10000017,6,0,6,30,6,2,6,0,0,8,4,1,1,0,0,1,1,E01025207,43191.00
33326,80.30594442,26.46625964,4,3,1,1,7,12:45,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01024867,43185.00
33327,80.33646593,26.46777757,4,3,2,1,5,20:45,82,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,E01025368,43190.00
33328,80.30202532,26.45321339,4,3,2,1,5,21:45,82,E10000017,3,56,3,70,9,4,6,0,0,0,4,1,2,0,0,2,1,E01025365,43190.00
33329,80.29900849,26.48044393,4,3,2,1,2,13:10,82,E10000017,3,681,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025388,43194.00
33330,80.30924492,26.45523822,4,3,2,2,2,18:50,77,E10000017,3,682,6,30,3,4,6,0,0,4,1,1,1,1,0,1,1,E01025185,43194.00
33331,80.29309478,26.45609009,4,3,2,4,5,07:37,82,E10000017,3,56,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01025365,43197.00
33332,80.31754846,26.48055527,4,3,2,1,1,17:00,77,E10000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,2,E01025194,43193.00
33333,80.28033253,26.44391012,4,3,2,1,3,20:50,77,E10000017,3,682,6,30,9,4,6,0,0,4,4,1,1,0,0,1,1,E01025229,43195.00
33334,80.29972633,26.45118092,4,1,1,1,4,07:22,82,E10000017,3,56,3,70,0,-1,-1,0,0,0,1,2,2,0,2,2,1,E01025395,43196.00
33335,80.33363103,26.44840913,4,3,2,1,6,13:15,77,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01025218,43198.00
33336,80.26857849,26.4655977,4,3,2,1,4,15:25,72,E10000017,3,671,3,30,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01024907,43196.00
33337,80.29283396,26.47770087,4,3,2,1,2,15:20,77,E10000017,3,682,1,30,1,4,1,65,0,8,1,1,1,0,0,1,1,E01025182,43194.00
33338,80.31838791,26.46089924,4,3,2,2,6,15:45,82,E10000017,4,6214,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025379,43198.00
33339,80.30651314,26.46304123,4,3,1,1,2,11:00,77,E10000017,3,56,6,30,3,4,6,0,0,4,1,1,1,1,0,1,2,E01025223,43194.00
33340,80.27555594,26.4716249,4,3,1,1,7,23:45,72,E10000017,6,0,2,30,3,2,6,0,0,0,4,1,1,0,0,1,2,E01024877,43192.00
33341,80.31982722,26.45467691,4,3,2,2,7,00:30,82,E10000017,3,646,6,40,9,4,3,671,0,0,4,1,1,0,2,1,2,E01024899,43192.00
33342,80.31561224,26.44729616,4,3,1,1,7,15:40,72,E10000017,3,682,6,50,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01024874,43199.00
33343,80.30802473,26.44858697,4,3,3,1,3,16:33,72,E10000017,1,65,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01025033,43195.00
33344,80.34053266,26.47414709,4,2,1,1,1,13:45,82,E10000017,6,0,6,30,3,4,3,681,0,0,1,1,1,0,0,1,2,E01025372,43200.00
33345,80.30031902,26.44386719,4,2,1,1,2,21:20,72,E10000017,3,646,6,40,3,4,6,0,0,0,4,1,1,0,0,1,1,E01024900,43201.00
33346,80.27412135,26.46622248,4,3,3,3,2,15:20,82,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01025396,43201.00
33347,80.29852468,26.46572396,4,3,2,1,3,07:45,77,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01025176,43195.00
33348,80.27149296,26.47746944,4,3,2,1,5,07:45,82,E10000017,3,680,6,30,3,4,6,0,0,0,1,3,3,0,2,1,2,E01025397,43155.00
33349,80.30651516,26.44497761,4,3,2,3,5,16:55,72,E10000017,3,682,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,E01024897,43197.00
33350,80.29211502,26.44768231,4,3,2,1,5,15:05,77,E10000017,4,6383,6,30,6,2,6,0,0,5,1,1,2,0,0,1,2,E01025196,43197.00
33351,80.32811911,26.44910246,4,3,2,1,1,19:04,77,E10000017,3,682,3,30,1,4,3,6068,0,0,1,1,1,0,0,1,1,E01025182,43200.00
33352,80.28469532,26.45182828,4,3,3,1,3,15:30,72,E10000017,3,682,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024857,43202.00
33353,80.31313609,26.4653937,4,3,1,1,4,20:35,77,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01025226,43203.00
33354,80.34064397,26.47782906,4,2,2,1,3,13:30,72,E10000017,3,671,6,30,9,4,6,0,0,0,1,9,2,0,2,1,2,E01024858,43188.00
33355,80.31994651,26.45628796,4,3,1,1,6,15:30,77,E10000017,4,6250,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025179,43205.00
33356,80.31242396,26.45130914,4,2,2,4,1,16:53,72,E10000017,3,671,6,30,3,4,6,0,0,5,1,1,2,0,0,1,1,E01024858,43207.00
33357,80.28394326,26.46090601,4,3,2,1,4,15:10,77,E10000017,3,6068,6,50,6,3,6,0,0,0,1,1,1,0,0,2,2,E01025204,43203.00
33358,80.28585739,26.44865197,4,3,2,2,7,13:34,82,E10000017,3,6177,6,50,3,4,6,0,0,0,1,1,2,0,0,2,1,E01025378,43206.00
33359,80.32784491,26.46812131,4,3,2,1,7,00:10,82,E10000017,3,682,3,70,5,4,6,0,0,0,4,2,2,0,2,2,1,E01025365,43206.00
33360,80.31621964,26.46275919,4,3,3,1,1,20:16,82,E10000017,3,56,3,70,0,-1,-1,0,0,0,4,1,2,0,7,2,1,E01025384,43207.00
33361,80.29317619,26.46187378,4,3,2,1,3,13:52,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025224,43209.00
33362,80.32306074,26.44169477,4,3,2,2,3,15:12,77,E10000017,4,6247,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025223,43209.00
33363,80.31548183,26.43647311,4,3,2,1,3,17:55,72,E10000017,3,671,3,30,1,4,3,679,0,0,1,9,2,0,0,2,1,E01024882,43209.00
33364,80.28305763,26.44909828,4,3,2,1,2,17:19,82,E10000017,3,671,6,30,3,4,6,0,0,0,1,1,1,0,7,2,2,E01025359,43194.00
33365,80.28152592,26.45947,4,3,1,1,2,08:00,82,E10000017,3,681,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01025386,43208.00
33366,80.29375857,26.4423552,4,3,2,1,3,17:30,82,E10000017,3,6177,6,30,3,4,6,0,0,0,1,1,1,0,7,1,1,E01025397,43209.00
33367,80.28882713,26.47487784,4,2,2,1,3,18:32,82,E10000017,3,681,6,40,0,-1,-1,0,0,0,1,1,1,0,2,1,1,E01025372,43209.00
33368,80.32795327,26.47021808,4,3,2,1,6,09:49,82,E10000017,3,6177,6,30,3,4,3,56,0,0,1,1,1,0,0,1,1,E01025363,43212.00
33369,80.28104403,26.44008757,4,3,1,1,5,17:30,82,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025394,43211.00
33370,80.33835027,26.46201047,4,3,2,1,3,19:45,72,E10000017,5,662,6,30,3,4,6,0,0,0,1,1,1,1,0,1,1,E01024859,43209.00
33371,80.28181565,26.44775025,4,2,2,2,5,21:49,77,E10000017,3,682,6,30,3,3,6,0,0,0,4,1,1,0,0,1,1,E01025229,43211.00
33372,80.31133862,26.44260422,4,2,2,1,6,08:52,77,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025176,43212.00
33373,80.31123405,26.46552171,4,3,2,1,6,08:45,77,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01025221,43212.00
33374,80.2699955,26.46941537,4,3,3,1,5,18:55,82,E10000017,3,681,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025372,43211.00
33375,80.28614832,26.45392151,4,3,1,1,6,08:40,82,E10000017,5,705,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01025387,43205.00
33376,80.31616641,26.43900092,4,3,1,1,2,17:05,77,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025215,43208.00
33377,80.32441395,26.47135433,4,3,2,1,5,14:17,77,E10000017,4,6383,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025195,43211.00
33378,80.30252993,26.46124197,4,3,3,2,7,16:14,72,E10000017,3,679,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43213.00
33379,80.27900838,26.4815592,4,3,2,1,3,20:22,72,E10000017,3,682,3,30,0,-1,-1,0,0,0,4,2,2,0,2,1,1,E01025182,43216.00
33380,80.27741596,26.47864625,4,1,1,2,3,00:45,82,E10000017,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01025036,43216.00
33381,80.26719032,26.45871539,4,3,2,1,3,19:05,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,2,E01024898,43216.00
33382,80.28737689,26.46148073,4,3,2,1,1,15:00,82,E10000017,3,671,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01025375,43214.00
33383,80.26989945,26.46761435,4,2,1,1,3,19:30,82,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01025360,43209.00
33384,80.31477286,26.47970301,4,3,2,1,2,08:30,77,E10000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01025211,43215.00
33385,80.26676022,26.4619376,4,3,3,3,2,17:25,82,E10000017,3,6177,6,50,8,4,6,0,0,0,1,1,1,0,0,2,1,E01025378,43215.00
33386,80.30660908,26.46129697,4,2,1,1,2,15:30,72,E10000017,3,682,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024857,43215.00
33387,80.30206584,26.47077236,4,3,2,3,7,11:56,72,E10000017,3,671,6,30,0,-1,-1,0,0,1,1,1,1,0,0,1,1,E01024886,43213.00
33388,80.28605283,26.46428348,4,3,3,1,4,07:45,82,E10000017,3,682,3,30,1,4,6,0,0,0,1,1,1,4,0,2,1,E01025386,43217.00
33389,80.31358337,26.44556666,4,3,2,1,6,12:45,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024860,43219.00
33390,80.28131667,26.44001028,4,3,2,1,6,18:00,77,E10000017,6,0,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01025225,43219.00
33391,80.26879401,26.46444457,4,3,2,1,5,07:15,72,E10000017,3,6068,6,60,6,2,3,678,0,0,1,2,2,0,0,2,1,E01024883,43218.00
33392,80.33850108,26.43824628,4,3,2,1,7,12:30,77,E10000017,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,1,1,E01025189,43220.00
33393,80.33749154,26.44639609,4,3,2,4,4,09:15,72,E10000017,3,671,1,30,1,4,1,65,0,8,1,1,1,0,0,2,1,E01024882,43217.00
33394,80.30672039,26.46687742,4,3,2,1,1,19:50,72,E10000017,6,0,2,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024877,43221.00
33395,80.32304571,26.46264275,4,3,2,2,1,23:15,77,E10000017,3,56,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01025202,43221.00
33396,80.3074459,26.44728845,4,3,3,3,7,14:40,72,E10000017,3,646,6,60,9,4,6,0,0,0,1,1,2,0,0,2,1,E01024870,43220.00
33397,80.3335924,26.47992517,4,2,3,3,7,02:37,72,E10000017,6,0,3,30,3,4,3,682,0,0,4,1,1,0,0,1,1,E01024910,43220.00
33398,80.32305234,26.47911417,4,3,2,2,1,17:29,77,E10000017,3,682,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,E01025213,43221.00
33399,80.33702709,26.43710619,4,3,2,1,7,22:28,77,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01025184,43220.00
33400,80.26797519,26.47715984,4,2,1,2,6,01:30,72,E10000017,6,0,9,30,9,4,6,0,0,8,4,1,1,0,2,1,1,E01024877,43191.00
33401,80.27610319,26.44421953,4,3,1,2,1,02:20,77,E10000017,3,682,6,30,0,-1,-1,0,0,1,4,1,1,0,0,1,1,E01025186,43221.00
33402,80.30795499,26.43846882,4,3,2,1,6,19:16,82,E10000017,3,671,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01025369,43219.00
33403,80.32643672,26.45934297,4,3,1,1,6,20:29,72,E10000017,3,671,6,30,9,4,6,0,0,0,4,1,2,0,2,1,1,E01024881,43170.00
33404,80.30838795,26.44631298,4,3,1,1,2,12:25,77,E10000017,3,682,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01025213,43222.00
33405,80.28113564,26.44612494,4,3,1,1,6,10:46,77,E10000017,1,65,3,70,5,4,6,0,0,0,1,1,1,0,0,2,1,E01025182,43219.00
33406,80.31784169,26.45024314,4,2,1,1,2,14:30,77,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01025219,43222.00
33407,80.31537579,26.4679034,4,2,1,3,7,11:30,82,E10000017,4,6214,2,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01025397,43220.00
33408,80.32599909,26.46055645,4,3,2,1,7,14:00,77,E10000017,6,0,6,30,3,4,4,6251,0,0,1,1,1,0,0,2,2,E01025203,43220.00
33409,80.27748077,26.47732488,4,3,2,1,2,17:00,82,E10000017,3,680,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01025365,43222.00
33410,80.29421466,26.45247841,4,3,2,1,2,21:48,77,E10000017,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01025184,43124.00
33411,80.26396554,26.47924816,4,3,1,1,2,17:19,77,E10000017,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01025182,43159.00
33412,80.27151566,26.44353928,4,3,2,1,5,08:04,72,E10000017,3,671,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01024909,43190.00
33413,80.27917776,26.47238286,4,3,2,1,2,19:30,82,E10000017,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,2,E01025376,43215.00
33414,80.32468809,26.44596675,4,3,1,2,1,05:00,82,E10000017,3,671,6,30,0,-1,-1,0,0,0,4,2,2,0,7,2,1,E01025383,43221.00
33415,80.32396026,26.45083277,4,3,1,1,2,19:03,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01025345,43166.00
33416,80.3259783,26.44954168,4,3,2,1,1,00:02,82,E10000017,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01025398,43109.00
33417,80.28402967,26.44619846,4,3,2,3,2,17:20,72,E10000017,3,679,3,30,0,4,-1,0,0,4,1,1,1,0,0,1,1,E01024877,43236.00
33418,80.26713283,26.46494721,4,3,1,1,2,18:20,72,E10000017,6,0,6,30,0,4,-1,0,0,0,1,1,1,0,0,1,1,E01024896,43236.00
33419,80.27746165,26.44978229,4,3,1,1,5,16:23,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,E01024906,43225.00
33420,80.27500572,26.44997597,4,3,2,1,7,14:00,72,E10000017,3,679,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024908,43227.00
33421,80.32973833,26.47017906,4,3,1,1,2,18:45,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024903,43229.00
33422,80.29446414,26.44339028,4,3,1,1,3,17:25,72,E10000017,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01024857,43230.00
33423,80.27973956,26.45838658,4,2,2,2,3,07:40,72,E10000017,3,682,1,30,1,4,4,6240,0,8,1,2,2,0,0,1,1,E01024909,43244.00
33424,80.33631048,26.47020023,4,3,1,2,2,13:30,72,E10000017,3,682,3,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01024858,43229.00
33425,80.29480527,26.45105362,4,3,2,1,1,20:34,72,E10000017,1,65,7,70,5,4,3,671,0,0,1,1,1,0,0,2,1,E01024900,43249.00
33426,80.29462813,26.45458097,4,3,2,1,6,15:45,72,E10000017,3,682,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024876,43226.00
33427,80.29295995,26.47707484,4,3,2,3,2,18:54,72,E10000017,3,682,6,30,6,2,3,6114,0,0,1,1,1,0,0,1,1,E01024897,43250.00
33428,80.31540065,26.47447325,4,3,2,1,6,16:30,72,E10000017,6,0,6,30,3,4,3,682,0,0,1,2,2,0,0,1,1,E01024909,43254.00
33429,80.31926685,26.46934977,4,3,2,2,4,18:20,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,8,1,0,0,2,1,E01024860,43238.00
33430,80.29627632,26.43657544,4,3,2,2,2,19:50,72,E10000017,3,6114,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024893,43257.00
33431,80.32436364,26.45349222,4,3,1,2,4,00:30,72,E10000017,3,646,6,60,8,4,6,0,0,0,4,1,1,0,0,2,1,E01024870,43259.00
33432,80.27905092,26.44180325,4,3,4,1,1,01:35,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024864,43263.00
33433,80.29518639,26.45374096,4,3,1,1,2,18:10,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,1,E01024856,43243.00
33434,80.28526244,26.46481664,4,3,1,4,2,22:50,72,E10000017,6,0,6,60,0,4,-1,0,0,0,6,1,2,7,0,2,1,E01024860,43243.00
33435,80.26393555,26.44324399,4,3,2,1,4,07:05,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024858,43245.00
33436,80.34000222,26.44442917,4,3,1,1,4,20:10,72,E10000017,6,0,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,E01024877,43245.00
33437,80.29372427,26.47738872,4,2,1,1,2,19:35,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01024903,43250.00
33438,80.31463642,26.4714616,4,3,2,3,3,13:45,72,E10000017,3,671,6,30,1,4,6,0,0,8,1,1,1,0,0,1,1,E01024909,43251.00
33439,80.33890533,26.45841813,4,3,1,1,4,17:59,72,E10000017,3,646,6,60,0,4,-1,0,0,0,1,2,2,0,0,2,1,E01024870,43252.00
33440,80.27531241,26.4495232,4,1,2,1,1,17:00,72,E10000017,3,6114,7,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024858,43284.00
33441,80.29938441,26.45618709,4,3,1,1,3,23:56,72,E10000017,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01024863,43265.00
33442,80.33363039,26.4643258,4,3,3,2,7,08:54,72,E10000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024895,43269.00
33443,80.28360086,26.46951314,4,3,1,1,2,09:55,72,E10000017,3,682,3,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01024877,43271.00
